UsageDate,ProjectName,ProjectID,ProjectNumber,InvoiceCost,InvoiceCostAtListAbs,CostAtList,UsageCost,NegotiatedSavings,SavingsPrograms,OtherSavings,SubTotal
2025-10-21,kade,kade-poc,499036589398,,,,3.901817,0,0,-0.59496,3.306857
2025-10-21,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,195.384448,0,0,-27.184663,168.199785
2025-10-21,sw-pro-01,sw-pro-01,661100906716,,,,5499.707364,-0.000037,-796.22083,-4703.48654,-0.000043
2025-10-21,tools-orion,tools-orion,131225299543,,,,2513.733769,-275.006316,0,-2180.180196,58.547257
2025-10-21,US-INST-02,us-inst-02,504675810214,,,,50.921123,-7.834498,-1.652963,-3.056671,38.376991
2025-10-20,bambulab,bambulab,322168702712,,,,2657.058326,-56.925457,-720,-98.447925,1781.684944
2025-10-20,68chat-prod,chat-prod-404613,731808937699,,,,3108.006576,0,-371.86191,-336.392684,2399.751982
2025-10-20,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2584.180523,-241.214334,-649.660555,-99.142326,1594.163308
2025-10-20,kade,kade-poc,499036589398,,,,3.724709,0,0,-0.573683,3.151026
2025-10-20,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,186.288376,0,0,-26.093178,160.195198
2025-10-20,sw-pro-01,sw-pro-01,661100906716,,,,6295.269661,-0.000052,-805.40782,-5489.861814,-0.000025
2025-10-20,tools-orion,tools-orion,131225299543,,,,1597.093224,-169.568103,0,-1427.525094,0.000027
2025-10-20,US-INST-02,us-inst-02,504675810214,,,,50.868946,-7.830387,-1.610025,-3.05643,38.372104
2025-10-19,bambulab,bambulab,322168702712,,,,2406.438279,-37.378779,-720,-86.703716,1562.355784
2025-10-19,68chat-prod,chat-prod-404613,731808937699,,,,3144.576504,0,-373.440941,-340.588951,2430.546612
2025-10-19,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2642.362853,-247.029372,-649.742289,-101.759165,1643.832027
2025-10-19,kade,kade-poc,499036589398,,,,3.725405,0,0,-0.573805,3.1516
2025-10-19,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,201.432157,0,0,-27.910279,173.521878
2025-10-19,sw-pro-01,sw-pro-01,661100906716,,,,5833.391792,-0.000045,-801.016527,-5032.375242,-0.000022
2025-10-19,tools-orion,tools-orion,131225299543,,,,1412.914044,-168.296891,0,-149.354503,1095.26265
2025-10-19,US-INST-02,us-inst-02,504675810214,,,,50.858972,-7.829241,-1.615052,-3.055715,38.358964
2025-10-18,bambulab,bambulab,322168702712,,,,2389.189634,-36.004145,-720,-85.930508,1547.254981
2025-10-18,68chat-prod,chat-prod-404613,731808937699,,,,3167.274888,0,-373.865931,-343.253872,2450.155085
2025-10-18,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2632.428196,-246.033167,-649.804387,-101.350165,1635.240477
2025-10-18,kade,kade-poc,499036589398,,,,3.425141,0,0,-0.537741,2.8874
2025-10-18,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,212.885824,0,0,-29.28533,183.600494
2025-10-18,sw-pro-01,sw-pro-01,661100906716,,,,5755.812918,-0.000047,-802.381677,-4953.431233,-0.000039
2025-10-18,tools-orion,tools-orion,131225299543,,,,1467.084106,-175.571523,0,-154.981918,1136.530665
2025-10-18,US-INST-02,us-inst-02,504675810214,,,,50.815827,-7.825066,-1.608658,-3.054084,38.328019
2025-10-17,bambulab,bambulab,322168702712,,,,2410.140035,-37.629179,-720,-86.871247,1565.639609
2025-10-17,68chat-prod,chat-prod-404613,731808937699,,,,3173.936376,0,-375.180454,-343.914453,2454.841469
2025-10-17,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2615.222743,-244.313114,-649.806451,-100.598872,1620.504306
2025-10-17,kade,kade-poc,499036589398,,,,3.358556,0,0,-0.516553,2.842003
2025-10-17,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,202.354466,0,0,-28.021018,174.333448
2025-10-17,sw-pro-01,sw-pro-01,661100906716,,,,5219.006765,-0.000047,-802.100578,-4416.906174,-0.000034
2025-10-17,tools-orion,tools-orion,131225299543,,,,1721.304699,-211.03535,0,-181.232412,1329.036937
2025-10-17,US-INST-02,us-inst-02,504675810214,,,,50.763693,-7.819939,-1.607122,-3.051819,38.284813
2025-10-16,bambulab,bambulab,322168702712,,,,2703.252892,-60.443671,-720,-100.558899,1822.250322
2025-10-16,68chat-prod,chat-prod-404613,731808937699,,,,3174.335634,0,-375.178445,-343.95451,2455.202679
2025-10-16,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2591.104666,-241.903658,-649.772924,-99.512578,1599.915506
2025-10-16,kade,kade-poc,499036589398,,,,3.378135,0,0,-0.500422,2.877713
2025-10-16,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,186.910709,0,0,-26.167967,160.742742
2025-10-16,sw-pro-01,sw-pro-01,661100906716,,,,4104.558864,-0.00003,-555.704021,-3405.22463,143.630183
2025-10-16,tools-orion,tools-orion,131225299543,,,,2213.710527,-273.433206,0,-232.83359,1707.443731
2025-10-16,US-INST-02,us-inst-02,504675810214,,,,50.715161,-7.815039,-1.609703,-3.04949,38.240929
2025-10-15,bambulab,bambulab,322168702712,,,,2702.69275,-60.382855,-720,-100.539928,1821.769967
2025-10-15,68chat-prod,chat-prod-404613,731808937699,,,,3203.423958,0,-375.316861,-347.426302,2480.680795
2025-10-15,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2621.242458,-244.915019,-649.818624,-100.817907,1625.690908
2025-10-15,kade,kade-poc,499036589398,,,,4.658382,0,0,-0.664618,3.993764
2025-10-15,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,180.881654,0,0,-25.444529,155.437125
2025-10-15,tools-orion,tools-orion,131225299543,,,,2495.173917,-305.8779,0,-262.715948,1926.580069
2025-10-15,US-INST-02,us-inst-02,504675810214,,,,50.7928,-7.822754,-1.609262,-3.053023,38.307761
2025-10-14,bambulab,bambulab,322168702712,,,,2809.212456,-69.84224,-720,-105.746562,1913.623654
2025-10-14,68chat-prod,chat-prod-404613,731808937699,,,,3172.210862,0,-376.465513,-343.491987,2452.253362
2025-10-14,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2603.976573,-243.192284,-649.7498,-100.085232,1610.949257
2025-10-14,kade,kade-poc,499036589398,,,,5.904178,0,0,-0.816746,5.087432
2025-10-14,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,178.812236,0,0,-25.196348,153.615888
2025-10-14,tools-orion,tools-orion,131225299543,,,,2936.789616,-362.02807,0,-308.97156,2265.789986
2025-10-14,US-INST-02,us-inst-02,504675810214,,,,51.003234,-7.843584,-1.618797,-3.061986,38.478867
2025-10-13,bambulab,bambulab,322168702712,,,,2333.204113,-36.063055,-720,-85.393328,1491.74773
2025-10-13,68chat-prod,chat-prod-404613,731808937699,,,,3135.374323,0,-377.650658,-338.923463,2418.800202
2025-10-13,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2589.883563,-241.789776,-649.594837,-99.283997,1599.214953
2025-10-13,kade,kade-poc,499036589398,,,,3.92284,0,0,-0.578975,3.343865
2025-10-13,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,183.313425,0,0,-25.736167,157.577258
2025-10-13,tools-orion,tools-orion,131225299543,,,,2828.208839,-351.32726,0,-297.225809,2179.65577
2025-10-13,US-INST-02,us-inst-02,504675810214,,,,51.069038,-7.84944,-1.647212,-3.063611,38.508775
2025-10-12,bambulab,bambulab,322168702712,,,,2219.858843,-27.00221,-720,-80.388043,1392.46859
2025-10-12,68chat-prod,chat-prod-404613,731808937699,,,,3008.94551,0,-377.554815,-323.758989,2307.631706
2025-10-12,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2618.371261,-244.639635,-649.587222,-100.558613,1623.585791
2025-10-12,kade,kade-poc,499036589398,,,,3.39115,0,0,-0.528436,2.862714
2025-10-12,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,203.643105,0,0,-28.175692,175.467413
2025-10-12,tools-orion,tools-orion,131225299543,,,,2441.049616,-304.04228,0,-256.441183,1880.566153
2025-10-12,US-INST-02,us-inst-02,504675810214,,,,51.183757,-7.860847,-1.649982,-3.068641,38.604287
2025-10-11,bambulab,bambulab,322168702712,,,,2189.13132,-24.538553,-720,-80.057928,1364.534839
2025-10-11,68chat-prod,chat-prod-404613,731808937699,,,,3008.412322,0,-371.288524,-324.454545,2312.669253
2025-10-11,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2648.918945,-247.689964,-649.693018,-102.020505,1649.515458
2025-10-11,kade,kade-poc,499036589398,,,,3.26625,-0.060917,0,-0.496267,2.709066
2025-10-11,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,209.799715,0,0,-28.914766,180.884949
2025-10-11,tools-orion,tools-orion,131225299543,,,,2419.186472,-299.830175,0,-254.323328,1865.032969
2025-10-11,US-INST-02,us-inst-02,504675810214,,,,51.146634,-7.857525,-1.634261,-3.067719,38.587129
2025-10-10,bambulab,bambulab,322168702712,,,,2191.376183,-24.741957,-720,-80.296885,1366.337341
2025-10-10,68chat-prod,chat-prod-404613,731808937699,,,,2994.227974,0,-371.288558,-322.757491,2300.181925
2025-10-10,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2679.550623,-247.133134,-801.126417,-95.538862,1535.75221
2025-10-10,kade,kade-poc,499036589398,,,,3.662832,-0.306752,0,-0.519318,2.836762
2025-10-10,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,192.947186,0,0,-26.892045,166.055141
2025-10-10,sw-pro-01,sw-pro-01,661100906716,,,,124.244143,-12.860752,-19.451476,-5.41092,86.520995
2025-10-10,tools-orion,tools-orion,131225299543,,,,2073.131689,-258.21047,0,-217.791448,1597.129771
2025-10-10,US-INST-02,us-inst-02,504675810214,,,,53.376848,-7.874495,-4.698532,-3.025204,37.778617
2025-10-09,bambulab,bambulab,322168702712,,,,2205.895917,-25.930821,-720,-81.131692,1378.833404
2025-10-09,68chat-prod,chat-prod-404613,731808937699,,,,2953.407502,0,-371.28663,-317.861821,2264.259051
2025-10-09,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2629.645588,-242.111099,-801.77416,-93.416267,1492.344062
2025-10-09,kade,kade-poc,499036589398,,,,3.514538,-0.28415,0,-1.399763,1.830625
2025-10-09,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,171.62299,0,0,-24.333194,147.289796
2025-10-09,sw-pro-01,sw-pro-01,661100906716,,,,5988.605082,-685.005368,-476.58315,-265.66287,4561.353694
2025-10-09,tools-orion,tools-orion,131225299543,,,,2498.439944,-313.80859,0,-262.155911,1922.475443
2025-10-09,US-INST-02,us-inst-02,504675810214,,,,53.323441,-7.869801,-4.670098,-3.024131,37.759411
2025-10-08,bambulab,bambulab,322168702712,,,,2205.641964,-25.936107,-720,-79.919306,1379.786551
2025-10-08,68chat-prod,chat-prod-404613,731808937699,,,,2970.876289,0,-373.423737,-319.701898,2277.750654
2025-10-08,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2582.582632,-237.439223,-801.072316,-91.052204,1453.018889
2025-10-08,kade,kade-poc,499036589398,,,,3.809532,-0.293527,0,-3.516005,0
2025-10-08,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,168.209991,0,0,-23.92357,144.286421
2025-10-08,sw-pro-01,sw-pro-01,661100906716,,,,4791.623222,-533.229051,-476.731087,-212.329496,3569.333588
2025-10-08,tools-orion,tools-orion,131225299543,,,,2141.054813,-268.512678,0,-224.705338,1647.836797
2025-10-08,US-INST-02,us-inst-02,504675810214,,,,53.331057,-7.869537,-4.71552,-3.022274,37.723726
2025-10-07,bambulab,bambulab,322168702712,,,,2201.666202,-25.62374,-720,-79.120453,1376.922009
2025-10-07,68chat-prod,chat-prod-404613,731808937699,,,,2951.917985,0,-380.346879,-1662.950572,908.620534
2025-10-07,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2601.32879,-239.278368,-801.78373,-92.226239,1468.040453
2025-10-07,kade,kade-poc,499036589398,,,,3.826378,-0.294888,0,-3.53149,0
2025-10-07,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,173.353094,0,0,-24.540749,148.812345
2025-10-07,sw-pro-01,sw-pro-01,661100906716,,,,4824.676281,-536.899509,-476.768822,-213.921242,3597.086708
2025-10-07,tools-orion,tools-orion,131225299543,,,,2278.733057,-296.228182,0,-237.90066,1744.604215
2025-10-07,US-INST-02,us-inst-02,504675810214,,,,53.293283,-7.866903,-4.664448,-3.023064,37.738868
2025-10-06,bambulab,bambulab,322168702712,,,,2196.481718,-25.206573,-720,-78.904107,1372.371038
2025-10-06,68chat-prod,chat-prod-404613,731808937699,,,,2964.053811,0,-380.365043,-2583.688765,0.000003
2025-10-06,ffalcon-HW-01,ffalcon-hw-01,643550418219,,,,2612.611812,-240.415766,-801.59307,-92.627564,1477.975412
2025-10-06,kade,kade-poc,499036589398,,,,3.844888,-0.295831,0,-3.549057,0
2025-10-06,lagofast-gcp,lagofast-gcp-429609,369988410061,,,,167.346191,0,0,-23.820068,143.526123
2025-10-06,sw-pro-01,sw-pro-01,661100906716,,,,4840.423045,-539.441068,-476.769312,-214.312638,3609.900027
2025-10-06,tools-orion,tools-orion,131225299543,,,,2039.69302,-265.15424,0,-212.945376,1561.593404
2025-10-06,US-INST-02,us-inst-02,504675810214,,,,53.288688,-7.866122,-4.678774,-3.022173,37.721619
2025-10-05,bambulab,bambulab,322168702712,,,,2192.129782,-24.878066,-720,-78.703478,1368.548238
2025-10-05,68chat-prod,chat-prod-404613,731808937699,,,,2966.647197,0,-380.365001,-2586.282267,-0.000071
